fra
sitaʁ
sitaʁist
sivik
klamœʁ
-
klaʁte
-
klodikasjɔ̃
klodike
klo
-
-
klotyʁ
klavikɔʁd
ʃəvil
kle
klu
-
-
klɛʁ
-
klinik
-
kaʃe
kɔaɡylasjɔ̃
-
-
-
koʃnij
kɔky
-
kɔd
kodisij
-
koɛʁsisjɔ̃
-
koʒitasjɔ̃
koɲa
koɲomɛn
kɔnɛtʁ
koabite
-
-
-
kuʁ
-
ku
-
kɔlɛkt
kɔlɛksjɔ̃
-
-
kɔlin
-
kuʃe
-
ku
kɔliʁ
kule
koloni
kolɔ̃
koloʁe
kolɔstʁɔm
kuløvʁ
kolybʁɛ̃
kolɔ̃b
kolɔ̃bɛ̃
kolɔ̃b
kulmɛl
-
-
komis
kɔ̃ʒe
kɔmemoʁasjɔ̃
kɔmɑ̃de
kɔmɑ̃tɛʁ
kɔmɛʁsjal
-
-
kɔmisjɔ̃
kɔmɛtʁ
-
kɔmosjɔ̃
-
kɔmynal
kɔmynjɔ̃
kɔmœ̃
kɔmye
-
-
-
kɔ̃paʁɛtʁ
kɔ̃pasibl
kɔ̃pɛʁ
-
kɔ̃pɑ̃sasjɔ̃
kɔ̃pɑ̃se
kɔ̃petɑ̃s
kɔ̃petisjɔ̃
kɔ̃petitœʁ
kɔ̃pete
kɔ̃pilasjɔ̃
-
kɔ̃plɛʁ
kɔ̃plemɑ̃
akɔ̃pliʁ
kɔ̃plesjɔ̃
-
kɔ̃plɛ
-
kɔ̃plikasjɔ̃
kɔ̃poze
kɔ̃pɔʁte
kɔ̃pʁɑ̃dʁ
-
kɔ̃pʁime
-
kɔ̃pʁomɛtʁ
kɔ̃pɔ̃ksjɔ̃
kɔ̃pwɛ̃dʁ
-
-
-
-
kɔ̃kav
kɔ̃sede
-
kɔ̃sɛʁne
kɔ̃ʃ
kɔ̃si
kɔ̃siljabyl
kɔ̃silje
kɔ̃sil
-
-
-
kɔ̃klame
kɔ̃klyʁ
kɔ̃komitɑ̃
kɔ̃kɔʁd
-
kɔ̃kʁesjɔ̃
-
-
kɔ̃kuʁiʁ
kɔ̃kuʁ
kɔ̃kysjɔ̃
-
kɔ̃dɑ̃sasjɔ̃
kɔ̃dɑ̃se
kɔ̃dɛsɑ̃dʁ
kɔ̃disjɔ̃
kɔ̃disjɔnɛl
ekɔ̃dyiʁ
kɔ̃diɲ
-
-
-
kɔ̃dulwaʁ
-
kɔ̃dyiʁ
kɔ̃dyksjɔ̃
kɔnɛkte
kɔnɛksjɔ̃
kɔ̃fɛksjɔ̃
kɔ̃feʁe
kɔ̃fɛʁv
kɔ̃fɛsœʁ
kɔ̃fiʁ
kɔ̃fidɑ̃s
kɔ̃fje
kɔ̃fɛ̃
kɔ̃fiʁmasjɔ̃
kɔ̃fiske
kɔ̃fɛse
kɔ̃fli
ɡɔ̃fle
kɔ̃flyɑ̃
kɔ̃flye
kɔ̃fedeʁasjɔ̃
-
kɔ̃fɔʁm
kɔ̃fɔʁme
kɔ̃fɔʁte
kɔ̃fɔ̃dʁ
kɔ̃fyzjɔ̃
kɔ̃fyte
-
kɔ̃ʒɛʁ
kɔ̃ʒ
kɔ̃ɡʁeʒe
kɔ̃ɡʁy
-
kɔ̃ʒyɡe
kɔ̃ʒwɛ̃dʁ
kɔ̃ʒyʁasjɔ̃
-
-
kɔ̃ʒyʁe
kɔnive
kɔ̃ʒyɡɛzɔ̃
kɔnɛksjɔ̃
kanope
kɔ̃keʁiʁ
kɔ̃sɑ̃ɡinite
kɔ̃sjɑ̃s
-
kɔ̃skʁi
kɔ̃sekʁasjɔ̃
kɔ̃sɑ̃tiʁ
kɔ̃sekɑ̃s
-
kɔ̃sɛʁvasjɔ̃
kɔ̃sɛʁve
kɔ̃sjɛʁʒ
kɔ̃sideʁasjɔ̃
kɔ̃siɲasjɔ̃
kɔ̃siɲe
kɔ̃sɛj
kɔ̃siste
kuzɛ̃
kɔ̃solasjɔ̃
kɔ̃sud
kɔ̃solidasjɔ̃
kɔ̃solide
kɔ̃sole
kɔ̃sone
kɔ̃sɔʁ
kɔ̃spiʁasjɔ̃
kɔ̃spiʁe
-
-
kɔ̃stɑ̃s
kɔ̃stitye
kɔ̃stitysjɔ̃
kɔ̃stitytif
kɔ̃stʁiktœʁ
kɔ̃stʁyiʁ
kutym
kɔ̃syltasjɔ̃
kɔ̃sɔmasjɔ̃
kɔ̃sɔme
kɔ̃syme
kɔ̃sɔ̃psjɔ̃
kudʁ
kɔ̃taminasjɔ̃
-
kɔ̃tɑ̃ple
-
kɔ̃tɑ̃sjɔ̃
kɔ̃tɑ̃sjø
kɔ̃tɑ̃
kɔ̃tʁiʁ
kɔ̃tɛste
-
kɔ̃tinyasjɔ̃
kɔ̃tiny
-
-
-
kɔ̃tʁadiktœʁ
kɔ̃tʁakte
kɔ̃tʁəvniʁ
-
kɔ̃tʁibye
kɔ̃tʁiste
kɔ̃tʁisjɔ̃
kɔ̃tʁi
kɔ̃tʁovɛʁs
-
-
-
-
-
-
-
-
-
kɔ̃n
-
kɔ̃vnɑ̃s
kɔ̃vniʁ
kɔ̃vɛʁtiʁ
kɔ̃vɛks
-
kɔ̃viksjɔ̃
kɔ̃vɛ̃kʁ
kɔ̃viv
kɔ̃vokasjɔ̃
kɔ̃voke
kɔ̃vole
-
kɔopeʁasjɔ̃
kuvɛʁtyʁ
kɔɔptasjɔ̃
-
-
kopjø
kupl
-
kuple
kyizin
kyizinje
kyizine
kyiʁ
kɔk
kœʁ
kɔʁbɛj
koʁjas
koʁjɑ̃dʁ
kyiʁ
-
kɔʁn
koʁoni
kuʁɔne
-
koʁɛktœʁ
kuʁwa
-
koʁode
koʁozjɔ̃
koʁɔ̃pʁ
kʁule
kɔʁ
kɔʁs
-
-
-
-
kɔʁvin
kø
-
kote
kotidjɛ̃
-
koksal
-
-
-
-
-
-
-
ɡʁij
-
kʁeatʁis
kʁeatyʁ
-
kʁwajɑ̃s
kʁedibl
kʁedibilite
kʁeditœʁ
-
kʁwaʁ
kʁedyl
kʁeme
kʁəvyʁ
-
-
kʁible
kʁibl
kʁim
kʁiminɛl
-
ɛ̃kʁimine
-
kʁɛ̃
kʁɛpe
kʁɛp
-
-
-
kʁokys
-
kʁysifɛʁ
kʁyɛl
kʁyote
-
-
-
kʁyɔʁ
kʁut
kʁute
kʁutø
-
-
-
kuve
kykyl
kul
kuku
kɔ̃kɔ̃bʁ
kuʁʒ
-
kwɛt
-
kuzɛ̃
kylinɛʁ
-
kulp
-
kuto
kutʁ
-
kylt
ky
kɔ̃b
-
kɔ̃ble
-
koɲe
kɔ̃
kypidite
kypid
sipʁɛ
kyivʁ
kyʁ
-
kyʁe
-
kuʁ
ekuʁte
-
-
-
-
siɲ
-
-
sɛ̃bal
-
sitiz
-
-
-
demɔ̃
dane
dane
-
de
dat
deɑ̃bylasjɔ̃
doʁe
-
-
dəvwaʁ
-
debilite
deblateʁe
-
dekad
desede
-
desɛptif
-
desɛʁne
-
-
desimal
desimasjɔ̃
desime
dim
desəvwaʁ
deklame
dekline
dekliv
dekɔksjɔ̃
-
dekoʁe
dekɔʁtike
-
dekʁetal
dekʁɛ
-
-
-
-
dedyksjɔ̃
defɛksjɔ̃
defɑ̃s
-
defɑ̃sœʁ
defeʁe
defɛʁ
-
defɔʁmasjɔ̃
-
-
defɔʁme
-
deʒeneʁe
deɡʁadasjɔ̃
deɡyste
-
deʒɛksjɔ̃
deifje
deite
delasjɔ̃
delatœʁ
-
delɛktasjɔ̃
delesjɔ̃
delibeʁasjɔ̃
delibeʁe
-
-
deli
delɛ̃kɑ̃s
delɛ̃ke
-
-
dəmɑ̃de
-
demɛtʁ
-
demɔ̃stʁasjɔ̃
demɔ̃tʁe
dəmøʁe
-
demyte
denje
denominasjɔ̃
denominatœʁ
denɔme
dɑ̃site
-
dɑ̃tal
-
-
denydasjɔ̃
-
denɔ̃sjasjɔ̃
depaʁtiʁ
depɑ̃dʁ
depɛʁdisjɔ̃
depeʁiʁ
depʁisjɔ̃
deploʁe
-
depɔʁte
depʁedasjɔ̃
-
-
-
depʁime
depyʁe
-
deʁizjɔ̃
deʁizwaʁ
dɛsɑ̃dʁ
-
dekʁiʁ
dɛskʁipsjɔ̃
-
dezɛʁsjɔ̃
dezɛʁ
dɛsɛʁviʁ
dɛsikasjɔ̃
dɛseʃe
deziʁe
-
-
-
dezinɑ̃s
deziste
dezolasjɔ̃
dezole
-
-
dezɛspeʁe
-
-
-
distile
dɛstinasjɔ̃
dɛstine
dɛstitye
-
detʁyiʁ
dezyltwaʁ
-
detɛktɛʁdytʃ
detɑ̃sjɔ̃
detɛʁʒe
deteʁjoʁasjɔ̃
-
detɛʁmine
detɛstasjɔ̃
detɛste
detniʁ
-
dø
dəvniʁ
devjasjɔ̃
devje
-
devoʁasjɔ̃
-
devwe
dɛkstʁ
dɛksteʁite
djabolik
-
djalɛkt
-
-
disjɔ̃
diʁ
diktamɛn
-
diksjɔ̃
di
difamatwaʁ
difame
difeʁe
defjɑ̃s
diflye
difɔ̃dʁ
diʒɛstif
diʒital
-
-
dɛɲe
-
-
diliʒɑ̃s
-
dilye
-
dimɑ̃sjɔ̃
dimidje
diminye
-
-
diftɔ̃ɡ
diʁɛksjɔ̃
dʁwatyʁ
diʁime
deʁɔ̃pʁ
dəʁye
dis
deʃose
disɛʁne
-
dekuvʁiʁ
-
-
diskʁesjɔ̃
diskʁiminasjɔ̃
-
diskyʁsif
-
dizɛʁ
-
-
dispaʁɛtʁ
-
-
depɑ̃se
-
dɛspeʁiʁ
dispɛʁse
deplwaje
dispoze
dispozisjɔ̃
diskizisjɔ̃
diseke
disemine
-
-
-
-
disimylasjɔ̃
disudʁ
disone
disyade
distɑ̃dʁ
distilasjɔ̃
distɛ̃
distɛ̃ɡe
distɔʁdʁ
distɔʁsjɔ̃
distʁaksjɔ̃
distʁɛʁ
distʁibye
distʁikt
distyʁbe
ʒuʁnal
-
divɛʁtiʁ
-
divize
divinasjɔ̃
dəvine
divylɡasjɔ̃
divylɡe
dɔktœʁ
-
dole
duluʁø
-
-
dœj
domɛstik
domisil
-
domɛn
-
dɔm
-
-
dɔ̃
-
dɔʁtwaʁ
dotasjɔ̃
dwe
-
dʁapo
-
-
dybitasjɔ̃
dute
-
dyʃe
-
-dyiʁ
duʃ
-dyi
-
-
dylsifje
-
-
-
dusœʁ
-
dubl
dyʁasin
dyʁamɛn
-
dyʁe
dyʁ
ivwaʁ
ivʁɛ
ebʁiete
ivʁ
jɛbl
ivwaʁ
ebyʁneɛ̃
eɡliz
eklips
ediksjɔ̃
edi
edyke
efɛktif
efemine
-
efikasite
efikas
efɛktye
-
eflye
-
-
-
-
elasjɔ̃
elɛksjɔ̃
omɔ̃n
-
-
elefɑ̃tɛ̃
elve
elide
eliʁ
-
elimine
-
ɛlips
lymiɲɔ̃
elokysjɔ̃
elɔ̃ɡasjɔ̃
elɔ̃ʒe
-
elykybʁe
elyde
elye
emasite
emɑ̃sipasjɔ̃
-
emɑ̃de
emɛʁʒe
emisjɔ̃
emɛtʁ
emolymɑ̃
emuvwaʁ
-
emɔ̃de
-
-
-
-
enɛʁve
enɔʁm
-
-
enymeʁe
efɛb
-
episkopa
-
-
-
-
-
-
eʁiʒe
eʁode
-
-
-
ɛʁe
ɛʁœʁ
-
eʁɔ̃pʁ
-
etoloʒi
økaʁisti
-
-
evanwiʁ
-
-
-
-
evɛje
evɛ̃se
-
evokasjɔ̃
evolysjɔ̃
evolye
evylɡe
ɛɡzasɛʁbasjɔ̃
ɛɡzaksjɔ̃
ɛɡzaʒeʁasjɔ̃
-
esɛ
-
ɛɡzalte
ɛɡzamine
-
ɛɡzaspeʁasjɔ̃
-
ɛɡzose
-
ɛksɛlɑ̃s
ɛksɛle
-
ɛkskʁete
ɛksɛsif
ɛksize
-
-
ɛksite
ɛksklyʁ
-
ɛkskoʒitasjɔ̃
ɛkskoʒite
-
ɛkskoʁje
ɛkskʁemɑ̃
-
ɛkskyʁsjɔ̃
-
-
-
ɛɡzɑ̃plɛʁ
ɛɡzɑ̃plɛʁ
isy
ɛɡzɛʁse
-
ɛksfolje
ɛɡzale
-
ɛɡzeʁede
ɛɡzibe
ɛɡzɔʁtasjɔ̃
ɛɡzɔʁte
ɛɡziʒe
ɛɡziɡy
-
ɛɡzistɑ̃s
ɛɡziste
-
-
-
ɛɡzoʁasjɔ̃
-
epɑ̃dʁ
ɛkspedje
-
-
-
ɛksplikasjɔ̃
-
-
ɛkspoze
ɛkspɔʁtasjɔ̃
ɛkspʁime
-
-
-
ɛkspylse
-
ɛkspyʁɡasjɔ̃
ɛkspyʁʒe
ɛɡzekʁasjɔ̃
ɛɡzekʁe
-
-
-
ɛɡzekyte
ɛkssikasjɔ̃
-
ɛɡzil
-
-
ɛkspiʁasjɔ̃
ɛkspiʁe
ɛkstɛ̃ktœʁ
ɛkstiʁpasjɔ̃
ɛkstiʁpe
esyije
-
-
ɛkstaz
etɑ̃dʁ
ɛkstɑ̃sjɔ̃
ɛkstɑ̃sif
ɛkstenyasjɔ̃
-
-
ɛkstɛʁminasjɔ̃
etɛ̃dʁ
ɛkstɔʁke
ɛkstʁɛʁ
ɛkstʁaɔʁdinɛʁ
-
-
ɛkstʁɛ̃sɛk
-
-
ɛɡzylseʁasjɔ̃
ɛɡzyltasjɔ̃
ɛɡzylte
-
fɛv
-
-
fabʁikasjɔ̃
-
-
fabylasjɔ̃
able
fabylø
faseti
fasesjø
fasjal
-
fasilite
-
-
faktœʁ
-
fakɔ̃d
-
fekylɑ̃
-
fwɛ̃
-
fɛn
-
fose
famø
-
-
famø
-
-
faʁsiʁ
-
-
-
-
-
-
fasin
fasine
-
fasjɔl
fɛ
faʃe
fastidjø
-
-
fast
-fɛse
-
fatiɡe
-
-
-
fotœʁ
-
favœʁ
favy
fekɔ̃
felisite
-
felɔ̃
fəmɛl
fam
feminɛ̃
femoʁal
femyʁ
-
fənwj
-
-
-
fwaʁ
feʁiʁ
fjɛʁte
fɛʁmɑ̃tasjɔ̃
fɛʁmɑ̃
-
-
-
-
-
-
feʁyl
fjɛʁ
-
-
-
fɛstivite
fɛstif
fety
fɛt
-
fetid
-
-
-
fibyl
fiksjɔ̃
fiɡ
feal
feote
fwa
fjɛʁ
-
-
fiʃe
fiɡyʁ
-
-
-
fijœl
-
-
-
-
-
fɑ̃dʁ
fɛ̃
-finisjɔ̃
-
fɛʁməte
fɛʁm
-
fisjɔ̃
-
-
flaksid
flaʃ
-
flɛʁe
-
flam
-
-
fɛbl
fleʃiʁ
-
flɛksjɔ̃
-
-
fløʁiʁ
-
floʁibɔ̃
floʁid
floʁilɛʒ
-
fly
-
-
flye
flyvjal
fløv
fwaje
fwiʁ
-
-
-
fœj
-
fɔlikyl
-
fɔ̃
fɔ̃tɛn
-
fwaʁ
fɔʁm
fʁomaʒ
fuʁmije
-
-
fɔʁmø
-
fuʁnɛz
fɔʁnikatœʁ
fɔʁnike
-
foʁe
fɔʁtifje
fɔʁ
fɔʁtityd
-
fɔʁ
fɔs
fɔse
-
foveal
-
-
fʁɑ̃sɛ
-
-
fʁatɛʁnɛl
fʁatɛʁnite
-
-
fʁɛn
-
fʁemiʁ
-
-
fʁekɑ̃
fʁekɑ̃te
fʁiksjɔ̃
fʁiʒidite
fʁwa
fʁiʁ
-
-
fʁɔ̃tal
fʁɔ̃tɔ̃
fʁyktyø
fʁyi
-
-
-
-
-
-
-
fyɡas
-
fylkʁɔm
-
-
fudʁ
fylɡyʁe
fulk
fyliʒin
fulɔ̃
fylmine
-
-
fymiʒe
fymø
fʁɔ̃d
fɔ̃dmɑ̃
fɔ̃datœʁ
-
fynɛbʁ
fyneʁɛʁ
-
-
fynɛst
-
fɔ̃ɡø
fynikyl
-
fyʁɛ
-
-
fyʁibɔ̃
fyʁjø
fyʁœʁ
fyʁtif
-
fyʁɔ̃kl
-
-
fystiʒe
fyː
fytʁ
fytysjɔ̃
ʒat
ʒɛ
ʒon
-
ɡalɛn
-
ɡal
-
-
-
-
-
ʒɑ̃b
-
-
-
-
-
-
ɡaz
-
ɡate
ɡodiʁ
-
ʒəle
ʒɛl
ʒymo
-
-
-
ʒɛm
ʒɛmyl
-
ʒənɛ
-
ʒenjal
-
ʒɑ̃ti
-
ʒɑ̃ʁ
ʒeɔɡʁafi
ʒeɔɡʁafik
-
-
ʒɛʁmanik
-
ʒɛʁmɛ̃
ʒɛʁm
ʒeʁe
-
ʒɛstjɔ̃
ɡozje
-
ɡlas
ɡlajœl
ɡlɛv
-
ɡlɑ̃
-
-
-
ɡlok
lwaʁ
ɡluse
-
-
-
-
ɡly
-
ɡlutɔ̃
ɡuʒɔ̃
ɡɔ̃
-
-
ɡʁaba
ɡʁasil
ɡʁɔl
